entity	claims
Robert_De_Niro	Martin Scorsese and Robert De Niro||film director||film producer||film actor||voice actor||television producer||screenwriter||stage actor||actor||theatrical producer||manufacturer||United States of America||Italy||Robert De Niro||Virginia Admiral||Diahnne Abbott||Grace Hightower||Drena De Niro||Raphael De Niro||Elliot De Niro||Julian De Niro||Aaron De Niro||Donostia Award||Academy Award for Best Actor||Academy Award for Best Supporting Actor||Theatre World Special Award||Presidential Medal of Freedom||Kennedy Center Honors||AFI Life Achievement Award||Grand Officer of the Order of Merit of the Italian Republic||Commandeur des Arts et des Lettres‎||Golden Globe Award for Best Actor – Motion Picture Drama||Golden Globe Cecil B. DeMille Award||Golden Lion||Knight of the Legion of Honour||Stella Adler Studio of Acting||Lee Strasberg Theatre and Film Institute||Little Red School House and Elisabeth Irwin High School||HB Studio||P.S. 41||Rhodes Preparatory School||human||Robert||Anthony||Obalky knih.cz||Democratic Party||Academy Award for Best Supporting Actor||Academy Award for Best Supporting Actor||Academy Award for Best Actor||Academy Award for Best Actor||Academy Award for Best Actor||Academy Award for Best Actor||Academy Award for Best Actor||Category:Robert De Niro||Charmaine Sinclair||Toukie Smith||Catholicism||English||left-handedness||Greenwich Village||New York City||Marbletown||Gardiner||President of the Jury at the Cannes Festival||American Academy of Arts and Sciences||De Niro||Robert De Niro filmography||male||Lee Strasberg||Herbert Berghof||Robert De Niro||Category:Films directed by Robert De Niro||Category:Films produced by Robert De Niro||Metropolitan Museum of Art||works protected by copyrights||Martin Scorsese||Harry Ransom Center||WikiProject PCC Wikidata Pilot/Harry Ransom Center||Wikipedia:Vital articles/Level/4||English||English||SAPA Foundation, Swiss Archive of the Performing Arts
Mao_Naga	Wikimedia disambiguation page
Griffith,_New_South_Wales	Australia||Jondaryan||City of Griffith||Category:Griffith, New South Wales||city||suburb||Harbin||City of Griffith||Riverina||Murray||Farrer
Harvey_Weinstein	United States of America||New York City||human||Knight of the Legion of Honour||Commander of the Order of the British Empire||Academy Award for Best Picture||British Academy of Film and Television Arts||Hugo Award for Best Dramatic Presentation||film producer||executive producer||actor||film director||University at Buffalo||John Bowne High School||State University of New York at Buffalo School of Management||Democratic Party||Harvey||Academy Award for Best Picture||Academy Award for Best Picture||Bob Weinstein||Weinstein||The Weinstein Company||English||Category:Harvey Weinstein||Jewish people||Academy of Motion Picture Arts and Sciences||New York City||myocardial infarction||COVID-19||male||Wende Correctional Facility||English||English||Category:Films produced by Harvey Weinstein||Georgina Chapman||Harvey Weinstein sexual abuse cases||rape||sexual assault||filmmaking
Abraham_Lincoln	Lincoln||Abraham||homicide||politician||postmaster||lawyer||statesperson||farmer||military officer||writer||Washington, D.C.||Petersen House||Edward Baker Lincoln||Tad Lincoln||Robert Todd Lincoln||William Wallace Lincoln||Springfield||Hodgenville||Sinking Spring Farm||United States of America||United States representative||President of the United States||member of the Illinois House of Representatives||President-elect of the United States||human||Republican Party||Whig Party||National Union Party||captain||Category:Abraham Lincoln||Mary Todd Lincoln||Black Hawk War||American Civil War||Abraham Lincoln Presidential Library and Museum||Beinecke Rare Book & Manuscript Library||Springfield||Washington, D.C.||Perry County||Hodgenville||Lincoln's New Salem||English||English||Great Soviet Encyclopedia (1969–1978)||Armenian Soviet Encyclopedia||Ottův slovník naučný||Brockhaus and Efron Encyclopedic Dictionary||Small Brockhaus and Efron Encyclopedic Dictionary||Encyclopædia Britannica 11th edition||Star Trek Fact Files||Obalky knih.cz||Medvik||The Nuttall Encyclopædia||Metropolitan Museum of Art Tagging Vocabulary||Library of the World's Best Literature||Metropolitan Museum of Art Constituent Database||Springfield||Washington, D.C.||Template:Abraham Lincoln||Sarah Lincoln Grigsby||Thomas Lincoln, Jr.||shot to the head||top hat||Wikipedia:List of articles all languages should have||Wikipedia:Vital articles/Level/4||outline of Abraham Lincoln||Bible||Sufferings in Africa||The Pilgrim's Progress||funeral and burial of Abraham Lincoln||first inauguration of Abraham Lincoln||assassination of Abraham Lincoln||second inauguration of Abraham Lincoln||male||Lincoln Bible||Fido||Abraham Lincoln's patent||1860 United States presidential election||1864 United States presidential election||1846 United States House of Representatives elections||Illinois National Guard||Lincoln family||Lincoln||Evil Con Carne||English||Baptists||ietsism||English American||chin curtain||Nancy Hanks Lincoln||Thomas Lincoln||John Wilkes Booth||copyrights on works have expired||Gettysburg Address||Abraham Lincoln||Smithsonian American Art and Portrait Gallery Library
Mad_Men	television series||English||Category:Mad Men||New York City||United States of America||Los Angeles||Matthew Weiner||16:9||AMC||David Carbonara||Jon Hamm||Elisabeth Moss||Vincent Kartheiser||January Jones||Christina Hendricks||John Slattery||Rosemarie DeWitt||Paul Schulze||Julie McNiven||Kiernan Shipka||Peyton List||Patrick Fischler||Andy Umberger||Rebecca Creskoff||Brian Klugman||Darby Stanchfield||Maggie Siff||Katherine Boecher||Kristoffer Polaha||Anne Dudek||Nathan Anderson||Kristen Schaal||Melinda Page Hamilton||Kevin Rahm||Charles Shaughnessy||Brian Krause||Seamus Dever||Jeffrey Nordling||Mark Moses||Amy Landecker||Laura Ramsey||Aloma Wright||Embeth Davidtz||Carla Gallo||Abigail Spencer||Elizabeth Rice||Adam Kaufman||Samuel Page||Ryan McPartlin||Blake Bashoff||Sarah Drew||Melinda McGraw||Jared Harris||Marshall Allman||Alison Brie||Crista Flanagan||Jamie Elman||Colin Hanks||Robert Morse||Anna Camp||Gareth Williams||Talia Balsam||Miles Fisher||Amy Sloan||Ryan Cartwright||Jay Paulson||Rich Sommer||Gabriel Mann||Aaron Staton||John Aniston||Denise Crosby||Jud Tylor||Caity Lotz||Nat Faxon||Ian Bohen||Gerald Downey||Jade Ramsey||Joel Murray||Alexis Bledel Celis||Zosia Mamet||David Warshofsky||Jamie King||Sadie Alexandru||Nora Zehetner||Mark Metcalf||Randee Heller||Jennifer Siebel Newsom||Hrach Titizian||Pamela Roylance||Teddy Sears||Larisa Oleynik||Sab Shimono||Rachel Roberts||Casey Sander||Erin Sanders||Joseph Culp||Eric Ladin||Sarah Aldrich||Keith Allan||Danielle Panabaker||Anna Wood||S.E. Perry||Tim de Zarn||Dennis Haskins||Christopher Allport||Allan Miller||James Keane||Laura Regan||Teyonah Parris||Faith Prince||Akie Kotabe||Evan Arnold||Jack Kehler||Jan Hoag||Kenneth Meseroll||John Cullum||Mason Vale Cotton||Michael Gaston||Sunny Mabrey||Erin Cummings||Charlie Hofheimer||Ben Feldman||Harry Hamlin||Kevin Cooney||JD Cullum||Jim Abele||Dey Young||Sarah Wright||Adam Godley||Philippe Brenninkmeyer||Chelcie Ross||Aaron Stanford||David Selby||Mary Page Keller||Jessica Paré||Danny Strong||Naturi Naughton||Rob Nagle||Lawrence Pressman||Kim Poirier||Christine Estabrook||Alyson Reed||Mädchen Amick||Eve Gordon||Bess Armstrong||Julia Ormond||Ronald Guttman||Timothy Carhart||Emily Baldoni||Al Jean||Linda Cardellini||James Wolk||Brian Markinson||Kerris Dorsey||Jesse James||Wendy Benson||Kip Pardue||Collette Wolfe||Joanna Going||Marley Shelton||William Mapother||Alexa Nikolas||Kathryn Newton||Sammi Hanratty||Paul Rae||Neve Campbell||Jessy Schram||Dan Byrd||Jim Metzler||Michelle Lombardo||Kellie Martin||Elizabeth Reaser||Paul Johansson||Devon Gummersall||Mimi Rogers||Bruce Greenwood||William R. Moses||Nikki DeLoach||Sarah Jane Morris||Mackenzie Astin||Jama Williamson||Eric Nenninger||Chris Ellis||Carter Jenkins||Larry Cedar||Max Gail||David Denman||Currie Graham||Fiona Gubelmann||Helen Slater||Jay R. Ferguson||Christopher Stanley||Aaron Hill||Idara Victor||Craig Anton||Jeff Grace||Nina Franoszek||Peter Breitmayer||Collin Wilcox||Kevin Christy||Barry Livingston||Vincent De Paul||Michael Gladis||list of Mad Men episodes||Primetime Emmy Award for Outstanding Drama Series||Mad Men, season 1||Mad Men, season 2||Mad Men, season 3||Mad Men, season 4||Mad Men, season 5||Mad Men, season 6||Mad Men, season 7||Betty Draper||Don Draper||Joan Holloway||Peggy Olson||Pete Campbell||Roger Sterling||list of Mad Men characters||Lionsgate Television||Netflix||drama television series||video on demand||two-part episode
Lee_Fisher	male||United States of America||Democratic Party||Oberlin College||Shaker Heights High School||human||Lieutenant Governor of Ohio||Ohio state representative||Ohio Attorney General||member of the State Senate of Ohio||lawyer||politician||Lee||Ann Arbor||Columbus||English||Fisher
Joey_Tribbiani	male||United States of America||Matt LeBlanc||actor||television actor||model||waiter||tour guide||data entry clerk||Joseph||Francis||Friends||Joey||Marta Kauffman||David Crane||Kevin S. Bright||Soapy Awards||fictional human||television character||protagonist||English||Ursula Buffay||Central Perk
Chaldean_Catholics	group of humans
New_England_Patriots	American Football League||National Football League||Gillette Stadium||Bill Belichick||United States of America||Category:New England Patriots||AFC East||American football team||American football||history of the New England Patriots||Foxborough||Category:New England Patriots players||Category:Boston Patriots players||Super Bowl LI||Pat Patriot||Boston||Template for New England Patriots
Ice-T	Ice-T discography||actor||rapper||musician||television actor||podcaster||film actor||voice actor||writer||film director||United States of America||Crenshaw||Newark||Summit||View Park−Windsor Hills||human||Category:Ice-T||Newark||Body Count||Coco Austin||United States Army||gangsta rap||hip hop music||heavy metal||hardcore techno||Sire||Warner Bros. Records||Priority Records||Rhyme Syndicate||Sumerian Records||Century Media Records||MTV Video Music Award for Best Rap Video||Grammy Award for Best Rap Performance by a Duo or Group||MTV Video Music Award for Best Video from a Film||Grammy Award for Best Rap Solo Performance||MTV Video Music Award for Best Rap Video||MTV Movie Award for Best Breakthrough Performance||NAACP Image Award for Outstanding Supporting Actor in a Drama Series||NAACP Image Award for Outstanding Supporting Actor in a Drama Series||NAACP Image Award for Outstanding Supporting Actor in a Drama Series||NAACP Image Award for Outstanding Actor in a Drama Series||NAACP Image Award for Outstanding Supporting Actor in a Drama Series||Grammy Award for Best Rap Performance by a Duo or Group||NAACP Image Award for Outstanding Supporting Actor in a Drama Series||NAACP Image Award for Outstanding Supporting Actor in a Drama Series||Crenshaw High School||baritone||male||iced tea||voice||WikiProject African diaspora||English||English||English||Chanel Nicole Marrow||Salomon Savery||Tracy||Lauren||Marrow
Ben_Nelson	male||United States of America||politician||lawyer||executive||Governor of Nebraska||United States senator||United States senator||United States senator||United States senator||United States senator||United States senator||Democratic Party||University of Nebraska–Lincoln||University of Nebraska–Lincoln College of Law||human||McCook||Ben||Nelson||English||Washington, D.C.||Methodism||English||Distinguished Eagle Scout Award||United States of America
Canadian_Rockies	Canada||British Columbia||Alberta||Category:Canadian Rockies||mountain range||Mount Robson||Rocky Mountains||sedimentary rock
Arnold_Ap	human||anthropologist||musician||cultural activist||male||Arnold||Indonesia||Numfor Island||Jayapura||Indonesian
Kosovo	unitary state||landlocked country||state with limited recognition||country||Prizren District||Gjilan District||Kosovska Mitrovica District||Pristina District||Peja District||Gjakova District||Ferizaj District||Prishtina||Europe||Albania||North Macedonia||Montenegro||Serbia||Has municipality||Atifete Jahjaga||Hashim Thaçi||Behgjet Pacolli||Fatmir Sejdiu||Vjosa Osmani||Albanian||Serbian||euro||Europe||Category:Republic of Kosovo||Gjeravica||UTC+01:00||UTC+02:00||Europe/Belgrade||Portal:Kosovo||Category:Kosovan people||Italy||Australia||Armenia||Belgium||Japan||Albania||Austria||Bulgaria||Croatia||Czech Republic||Denmark||Estonia||France||Finland||Hungary||Republic of Ireland||United Kingdom||Norway||Latvia||Slovakia||Slovenia||North Macedonia||Montenegro||Poland||Lithuania||Switzerland||Serbia||Turkey||Portugal||Netherlands||Maldives||Malaysia||Pakistan||United Arab Emirates||United States of America||Sweden||Germany||People's Republic of China||Saudi Arabia||Costa Rica||Senegal||Iceland||Burkina Faso||Sierra Leone||Colombia||Belize||Malta||Federated States of Micronesia||Bahrain||Malawi||Vanuatu||Djibouti||Somalia||Honduras||Qatar||Niger||Gabon||Ivory Coast||Kuwait||Ghana||Brunei||Fiji||Saint Kitts and Nevis||Dominica||Guyana||Tanzania||El Salvador||Thailand||Grenada||Libya||Togo||Antigua and Barbuda||Singapore||Bangladesh||Barbados||Israel||Autonomous Province of Kosovo and Metohija||history of Kosovo||right||geography of Kosovo||flag of Kosovo||112||Assembly of the Republic of Kosovo||parliamentary republic||Category:Deaths in Kosovo||President of Kosovo||Prime Minister of Kosovo||Isa Mustafa||Ramush Haradinaj||Albin Kurti||Avdullah Hoti||Albin Kurti||Government of Kosovo||Kosovo||Portal:Kosovo||Autonomous Province of Kosovo and Metohija||partly free country||list of monuments in Kosovo||Kosovo||Balkans||Schuko||coat of arms of Kosovo||Rodnovery||Slavic mythology||Open Data Portal Kosovo||Southeast Europe||post-Yugoslavia states||economy of Kosovo||demographics of Kosovo||Central Bank of Kosovo||Wikipedia:Vital articles/Level/4
Liberia	Africa||Monrovia||Guinea||Sierra Leone||Ivory Coast||English||republic||sovereign state||country||Liberian dollar||British West African pound||United States dollar||Liberian dollar||.lr||George Weah||All Hail, Liberia, Hail!||flag of Liberia||Bomi County||Bong County||Gbarpolu County||Grand Bassa County||Grand Cape Mount County||Grand Gedeh County||Grand Kru County||Lofa County||Margibi County||Maryland County||Montserrado County||Nimba||River Cess County||River Gee County||Sinoe County||United Nations||African Union||International Bank for Reconstruction and Development||International Development Association||International Finance Corporation||Multilateral Investment Guarantee Agency||International Centre for Settlement of Investment Disputes||African Development Bank||Organisation of African, Caribbean and Pacific States||Interpol||Organisation for the Prohibition of Chemical Weapons||UNESCO||Universal Postal Union||International Telecommunication Union||International Civil Defence Organisation||World Meteorological Organization||World Health Organization||Economic Community of West African States||Mano River Union||Category:Liberia||coat of arms of Liberia||Liberia||Mount Wuteve||Category:Deaths in Liberia||UTC±00:00||Africa/Monrovia||Category:Films shot in Liberia||Category:Burials in Liberia||Category:Liberian people||President of Liberia||President of Liberia||Portal:Liberia||Atlantic Ocean||right||geography of Liberia||NEMA 1-15||NEMA 5-15||Europlug||Type E||Schuko||911||114||George Weah||Sierra Leone||Taiwan||United States of America||People's Republic of China||India||Bangladesh||Germany||Hungary||North Korea||Legislature of Liberia||English||English||Liberia Kpelle||Southern Kissi||Mende||Dan||Liberian English||Western Krahn||Mano||Klao||Dewoin||Gbii||Tajuasohn||Konobo||Glaro-Twabo||Glio-Ubi||Sapo||Liberian Kreyol||Kuwaa||Gola||Kpelle||Grebo||Loma||Vai||Southern Grebo||Northern Grebo||Grebo-Gboloo||Manya||Grebo-Barclayville||Central Grebo||Bassa||Bandi||partly free country||West Africa||Sytin Military Encyclopedia||Brockhaus and Efron Encyclopedic Dictionary||Small Brockhaus and Efron Encyclopedic Dictionary||The Nuttall Encyclopædia||Catholic Encyclopedia||Encyclopædia Britannica 11th edition||outline of Liberia||West Africa||Central Bank of Liberia||history of Liberia||culture of Liberia||Category:Maps of Liberia||economy of Liberia||demographics of Liberia||Atlantic Ocean||Liberia||Colony of Liberia||Wikipedia:Vital articles/Level/4||Liberian studies
